class,prompt_id,prompt_text,iteration,filename,filepath,model,status,timestamp
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",1,nano_NORM_NORM_07_001.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_001.png,gemini-3-pro-image,success,2026-05-30T23:53:01.200611
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",2,nano_NORM_NORM_07_002.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_002.png,gemini-3-pro-image,success,2026-05-30T23:53:32.730612
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",3,nano_NORM_NORM_07_003.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_003.png,gemini-3-pro-image,success,2026-05-30T23:54:07.091945
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",4,nano_NORM_NORM_07_004.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_004.png,gemini-3-pro-image,success,2026-05-30T23:55:42.202189
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",5,nano_NORM_NORM_07_005.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_005.png,gemini-3-pro-image,success,2026-05-30T23:56:13.369980
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",6,nano_NORM_NORM_07_006.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_006.png,gemini-3-pro-image,success,2026-05-30T23:56:46.943549
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",7,nano_NORM_NORM_07_007.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_007.png,gemini-3-pro-image,success,2026-05-30T23:58:24.832783
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",8,nano_NORM_NORM_07_008.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_008.png,gemini-3-pro-image,success,2026-05-30T23:58:52.829409
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",9,nano_NORM_NORM_07_009.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_009.png,gemini-3-pro-image,success,2026-05-31T00:00:29.999264
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",10,nano_NORM_NORM_07_010.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_010.png,gemini-3-pro-image,success,2026-05-31T00:00:57.827648
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",11,nano_NORM_NORM_07_011.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_011.png,gemini-3-pro-image,success,2026-05-31T00:02:43.672032
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",12,nano_NORM_NORM_07_012.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_012.png,gemini-3-pro-image,success,2026-05-31T00:03:10.796348
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",13,nano_NORM_NORM_07_013.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_013.png,gemini-3-pro-image,success,2026-05-31T00:03:46.771827
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",14,nano_NORM_NORM_07_014.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_014.png,gemini-3-pro-image,success,2026-05-31T00:05:26.008364
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",15,nano_NORM_NORM_07_015.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_015.png,gemini-3-pro-image,success,2026-05-31T00:05:57.239622
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",16,nano_NORM_NORM_07_016.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_016.png,gemini-3-pro-image,success,2026-05-31T00:07:35.534322
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",17,nano_NORM_NORM_07_017.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_017.png,gemini-3-pro-image,success,2026-05-31T00:08:02.847901
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",18,nano_NORM_NORM_07_018.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_018.png,gemini-3-pro-image,success,2026-05-31T00:09:40.456714
NORM,NORM_07,"Standard 12-lead ECG demonstrating normal sinus rhythm in an adult patient. Visible P waves, narrow QRS complexes, normal ST segments sitting on the isoelectric baseline, positive T waves in I aVL V4 V5 V6. Hospital ECG paper format.",19,nano_NORM_NORM_07_019.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_07_019.png,gemini-3-pro-image,success,2026-05-31T00:10:09.885425
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",0,nano_NORM_NORM_08_000.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_000.png,gemini-3-pro-image,success,2026-05-31T00:11:42.300233
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",1,nano_NORM_NORM_08_001.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_001.png,gemini-3-pro-image,success,2026-05-31T00:12:15.156049
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",2,nano_NORM_NORM_08_002.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_002.png,gemini-3-pro-image,success,2026-05-31T00:12:50.889938
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",3,nano_NORM_NORM_08_003.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_003.png,gemini-3-pro-image,success,2026-05-31T00:14:34.568113
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",4,nano_NORM_NORM_08_004.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_004.png,gemini-3-pro-image,success,2026-05-31T00:15:03.312406
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",5,nano_NORM_NORM_08_005.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_005.png,gemini-3-pro-image,success,2026-05-31T00:16:39.112537
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",6,nano_NORM_NORM_08_006.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_006.png,gemini-3-pro-image,success,2026-05-31T00:17:06.745111
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",7,nano_NORM_NORM_08_007.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_007.png,gemini-3-pro-image,success,2026-05-31T00:18:41.523282
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",8,nano_NORM_NORM_08_008.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_008.png,gemini-3-pro-image,success,2026-05-31T00:19:09.892672
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",9,nano_NORM_NORM_08_009.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_009.png,gemini-3-pro-image,success,2026-05-31T00:19:43.057290
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",10,nano_NORM_NORM_08_010.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_010.png,gemini-3-pro-image,success,2026-05-31T00:21:23.322044
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",11,nano_NORM_NORM_08_011.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_011.png,gemini-3-pro-image,success,2026-05-31T00:21:53.590860
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",12,nano_NORM_NORM_08_012.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_012.png,gemini-3-pro-image,success,2026-05-31T00:23:27.917307
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",13,nano_NORM_NORM_08_013.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_013.png,gemini-3-pro-image,success,2026-05-31T00:23:56.061202
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",14,nano_NORM_NORM_08_014.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_014.png,gemini-3-pro-image,success,2026-05-31T00:25:29.564812
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",15,nano_NORM_NORM_08_015.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_015.png,gemini-3-pro-image,success,2026-05-31T00:25:59.412819
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",16,nano_NORM_NORM_08_016.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_016.png,gemini-3-pro-image,success,2026-05-31T00:27:34.733515
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",17,nano_NORM_NORM_08_017.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_017.png,gemini-3-pro-image,success,2026-05-31T00:28:02.238005
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",18,nano_NORM_NORM_08_018.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_018.png,gemini-3-pro-image,success,2026-05-31T00:29:39.394739
NORM,NORM_08,"ECG tracing showing textbook normal cardiac cycle. Three rows of four leads each plus a continuous Lead II rhythm strip at the bottom. Regular beat to beat intervals, clean baseline, no artifact. Clinical printout on standard ECG graph paper.",19,nano_NORM_NORM_08_019.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_08_019.png,gemini-3-pro-image,success,2026-05-31T00:30:12.258282
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",0,nano_MI_MI_01_000.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_000.png,gemini-3-pro-image,success,2026-05-31T00:30:47.985884
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",1,nano_MI_MI_01_001.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_001.png,gemini-3-pro-image,success,2026-05-31T00:32:35.826052
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",2,nano_MI_MI_01_002.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_002.png,gemini-3-pro-image,success,2026-05-31T00:33:04.840723
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",3,nano_MI_MI_01_003.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_003.png,gemini-3-pro-image,success,2026-05-31T00:34:41.437036
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",4,nano_MI_MI_01_004.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_004.png,gemini-3-pro-image,success,2026-05-31T00:35:30.357572
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",5,nano_MI_MI_01_005.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_005.png,gemini-3-pro-image,success,2026-05-31T00:36:01.047170
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",6,nano_MI_MI_01_006.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_006.png,gemini-3-pro-image,success,2026-05-31T00:38:51.471373
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",7,nano_MI_MI_01_007.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_007.png,gemini-3-pro-image,success,2026-05-31T00:39:20.901149
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",8,nano_MI_MI_01_008.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_008.png,gemini-3-pro-image,success,2026-05-31T00:39:54.612360
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",9,nano_MI_MI_01_009.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_009.png,gemini-3-pro-image,success,2026-05-31T00:40:22.931858
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",10,nano_MI_MI_01_010.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_010.png,gemini-3-pro-image,success,2026-05-31T00:41:56.968049
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",11,nano_MI_MI_01_011.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_011.png,gemini-3-pro-image,success,2026-05-31T00:42:27.379789
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",12,nano_MI_MI_01_012.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_012.png,gemini-3-pro-image,success,2026-05-31T00:44:06.599261
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",13,nano_MI_MI_01_013.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_013.png,gemini-3-pro-image,success,2026-05-31T00:44:34.543588
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",14,nano_MI_MI_01_014.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_014.png,gemini-3-pro-image,success,2026-05-31T00:46:10.111328
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",15,nano_MI_MI_01_015.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_015.png,gemini-3-pro-image,success,2026-05-31T00:46:36.608930
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",16,nano_MI_MI_01_016.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_016.png,gemini-3-pro-image,success,2026-05-31T00:48:13.867091
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",17,nano_MI_MI_01_017.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_017.png,gemini-3-pro-image,success,2026-05-31T00:48:43.863647
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",18,nano_MI_MI_01_018.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_018.png,gemini-3-pro-image,success,2026-05-31T00:50:20.298666
MI,MI_01,"12-lead ECG showing acute anterior STEMI. Marked ST segment elevation in leads V1 V2 V3 V4 forming a tombstone or convex pattern. Reciprocal ST depression visible in inferior leads II III aVF. Clinical emergency ECG printout, pink grid paper.",19,nano_MI_MI_01_019.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_01_019.png,gemini-3-pro-image,success,2026-05-31T00:50:48.333785
MI,MI_02,Electrocardiogram demonstrating inferior wall myocardial infarction. ST elevation in leads II III and aVF greater than 1mm. Pathological Q waves developing in inferior leads. Reciprocal changes with ST depression in leads I and aVL. Standard 12-lead ECG paper.,0,nano_MI_MI_02_000.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_02_000.png,gemini-3-pro-image,success,2026-05-31T00:51:25.374970
MI,MI_02,Electrocardiogram demonstrating inferior wall myocardial infarction. ST elevation in leads II III and aVF greater than 1mm. Pathological Q waves developing in inferior leads. Reciprocal changes with ST depression in leads I and aVL. Standard 12-lead ECG paper.,1,nano_MI_MI_02_001.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_02_001.png,gemini-3-pro-image,success,2026-05-31T00:53:01.091268
MI,MI_02,Electrocardiogram demonstrating inferior wall myocardial infarction. ST elevation in leads II III and aVF greater than 1mm. Pathological Q waves developing in inferior leads. Reciprocal changes with ST depression in leads I and aVL. Standard 12-lead ECG paper.,2,nano_MI_MI_02_002.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_02_002.png,gemini-3-pro-image,success,2026-05-31T00:53:27.457695
MI,MI_02,Electrocardiogram demonstrating inferior wall myocardial infarction. ST elevation in leads II III and aVF greater than 1mm. Pathological Q waves developing in inferior leads. Reciprocal changes with ST depression in leads I and aVL. Standard 12-lead ECG paper.,3,nano_MI_MI_02_003.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\MI\nano_MI_MI_02_003.png,gemini-3-pro-image,success,2026-05-31T00:55:03.692241
